id;creationdate;score;title;tags;notes
38398135;15.07.2016 14:05;6;Error starting docker postgres on travis-;<docker><travis-ci><docker-compose>;nothing found
34662371;07.01.2016 18:20;5;AWS: CodeDeploy for a Docker Compose project?;<django><amazon-web-services><amazon-ec2><travis-ci><docker-compose>;nothing found
62942937;16.07.2020 20:24;2;SQLSTATE[HY000] [2002] Connection refused with docker-compose on travis only for symfony phpunit test;<docker><symfony><docker-compose><phpunit><travis-ci>;nothing found
40308123;28.10.2016 15:14;2;How to CI with Travis, Codedeploy and dockerized Database;<git><mongodb><docker-compose><travis-ci><aws-code-deploy>;node version
60516104;03.03.2020 21:56;2;Why is Docker image is not appearing on Docker Hub after being pushed from Travis CI;<docker><github><docker-compose><travis-ci>;nothing found
55646181;12.04.2019 07:02;2;(Django) How to run test suite in Travis CI;<python><django><docker><docker-compose><travis-ci>;database credentials, config artifact, internal docker
30894408;17.06.2015 14:22;2;how to run Docker in Travis hosted in travis-ci.com;<docker><travis-ci><docker-compose>;nothing found
49640201;03.04.2018 22:49;2;Rails 5 rake db:schema:load doesn't create tables or run initialize_schema_migrations_table() on postgres database;<ruby-on-rails><postgresql><docker-compose><rake><travis-ci>;database credentials
56406842;01.06.2019 12:40;1;Travis CI connection error accessing docker container running REST API on port 8080;<docker><docker-compose><postman><travis-ci><newman>;internal docker-compose network, node version
39719827;27.09.2016 08:31;1;When using docker-compose to fire up containers how do I programatically get their ips?;<docker><travis-ci><docker-compose>;nothing found
52897605;19.10.2018 17:49;1;Elasticsearch docker on travis fails with folder access denied;<elasticsearch><docker-compose><travis-ci>;nothing found
56938496;08.07.2019 15:48;1;Coveralls: Error- No source for in my application using Docker container;<django><docker><docker-compose><travis-ci><coverage.py>;config artifact 
58519737;2019-10-23 09:31:13.023;1;Coveralls is not being submitted on a Django app with Docker;<django><docker><docker-compose><travis-ci><coveralls>;config artifact, database credentials 
65161292;05.12.2020 19:51;1;curl request to docker-compose port hangs in travis-ci;<docker-compose><travis-ci>;node version
45523847;05.08.2017 16:00;0;Docker essentials: Why is `docker-compose pull` not enough? Why do I need `git pull` too?;<docker><nginx><docker-compose><travis-ci>;nothing found
41620055;12.01.2017 18:06;0;Travis ci in docker failing;<docker><continuous-integration><yaml><docker-compose><travis-ci>;nothing found
56603640;14.06.2019 18:43;0;Docker and travis ci faling on build;<docker><docker-compose><continuous-integration><travis-ci>;config artifact, node version
66975472;06.04.2021 19:41;0;How to deploy only docker-compose.yml file to AWS Elastic Beanstalk using Travis CI;<amazon-web-services><docker-compose><amazon-elastic-beanstalk><travis-ci>;deleted
57295747;31.07.2019 16:58;0;docker-compose 'ports' mapping in development vs travisCI;<docker-compose><port><travis-ci>;nothing found
57871628;10.09.2019 13:14;0;Unexpected token in build output;<docker><docker-compose><travis-ci>;nothing found
58367923;13.10.2019 21:25;0;How do i run a shell script inside docker-compose;<django><docker><docker-compose><travis-ci>;nothing found
67876388;07.06.2021 17:43;0;"Why I recive message ""502 bad gateway"" when I try to deploy my wordpress app";<amazon-web-services><docker><docker-compose><amazon-elastic-beanstalk><travis-ci>;database credentials
41178315;16.12.2016 06:15;0;Test docker containers using travis-ci;<docker><docker-compose><travis-ci><dockerfile>;nothing found
39739196;28.09.2016 06:06;0;What goes on behind the scenes in travis causing jobs that are essentially the same to behave so differently?;<docker><travis-ci><docker-compose>;nothing found
63440076;16.08.2020 17:40;0;Why is my first test in Postman/Newman hanging in Travis-CI?;<docker><docker-compose><postman><travis-ci><newman>;node version, database credentials
63913275;16.09.2020 04:44;0;How can I configure my docker tests to run on Travis CI correctly?;<python><docker><unix><docker-compose><travis-ci>;database credentials, port, config artifact, cypress baseurl, node version
64700670;05.11.2020 15:51;0;spring boot+mysql+docker+travis when building in travis getting mysql connection failre;<mysql><spring-boot><docker><docker-compose><travis-ci>;executable name, port, internal docker, database credentials
48018935;29.12.2017 07:15;0;"""file not found"" on travis-ci when running pytest from tox using docker";<docker><docker-compose><travis-ci><pytest><tox>;nothing found
51725273;07.08.2018 11:06;0;Docker-compose cache of build images in Travis CI for Cypress;<docker><caching><docker-compose><travis-ci>;nothing found
51809536;12.08.2018 14:03;0;Can't connect to local MySQL server through socket on Travis CI;<mysql><sql><docker><docker-compose><travis-ci>;database credentials
68053816;20.06.2021 07:57;0;Travis-CI Why I get error after success build in Docker?;<javascript><docker><docker-compose><continuous-integration><travis-ci>;deleted
